species,yolo_confidence,recent_detections,historical_conflicts,settlement_proximity,temporal_pattern,environmental_context,spatial_relationship,risk_score
Wild Boar,67.81,11,1,1,2,2,1,56.8
Spotted Deer,72.46,10,6,1,0,1,0,48.88
Spotted Deer,83.08,5,4,0,0,2,2,43.19
Asian Elephant,62.82,13,1,0,2,1,2,53.44
Leopard,65.75,12,2,0,0,1,0,35.47
Wild Boar,62.86,10,4,2,0,0,0,46.32
Asian Elephant,91.68,7,1,0,0,2,1,39.67
Leopard,89.34,19,3,1,0,2,0,60.46
Wild Boar,89.38,19,6,0,1,2,0,65.76
Tiger,87.94,19,3,2,0,2,0,65.86
Leopard,86.11,12,0,0,2,0,0,35.2
Spotted Deer,78.6,20,5,2,2,0,1,74.41
Asian Elephant,85.05,15,2,2,1,0,1,61.86
Leopard,61.5,5,5,2,0,1,0,51.61
Leopard,84.24,14,5,2,2,1,0,73.07
Spotted Deer,90.34,12,1,1,1,1,2,48.93
Wild Boar,79.51,11,0,2,0,0,2,45.27
Tiger,73.94,5,2,1,1,1,0,44.41
Spotted Deer,70.82,16,3,1,0,2,2,58.66
Tiger,85.07,18,5,0,1,1,2,71.69
Wild Boar,87.02,12,1,0,1,0,1,34.76
Leopard,93.97,5,5,2,2,0,1,67.19
Tiger,73.35,16,4,0,2,0,1,56.81
Asian Elephant,90.02,12,3,2,1,0,2,66.25
Asian Elephant,81.89,2,5,0,0,2,0,40.35
Spotted Deer,94.43,6,4,2,0,1,1,51.55
Wild Boar,80.58,4,4,0,0,1,2,46.04
Spotted Deer,80.19,13,1,0,0,0,0,22.94
Spotted Deer,82.54,10,1,1,0,1,1,37.17
Spotted Deer,89.22,17,4,0,2,2,2,69.9
Asian Elephant,97.62,14,0,0,1,0,1,33.69
Asian Elephant,62.87,15,5,2,2,1,2,81.72
Spotted Deer,62.08,8,4,1,0,1,1,41.1
Asian Elephant,96.56,18,4,2,1,1,2,79.31
Wild Boar,80.67,3,1,0,0,1,0,17.93
Spotted Deer,83.98,17,5,2,0,0,1,59.3
Asian Elephant,78.81,7,2,1,1,0,1,44.97
Tiger,63.65,13,3,2,0,2,2,70.17
Spotted Deer,89.96,16,1,0,2,0,0,37.77
Spotted Deer,89.14,5,5,2,2,1,0,58.55
Wild Boar,72.16,4,5,0,2,1,1,51.56
Leopard,71.94,10,6,1,0,1,2,62.03
Leopard,92.68,13,0,1,2,2,1,54.94
Wild Boar,62.82,10,3,2,0,0,2,49.2
Wild Boar,94.36,14,1,1,0,0,0,35.24
Wild Boar,70.01,12,1,2,2,0,1,51.86
Leopard,83.13,1,2,0,2,1,2,43.45
Wild Boar,96.5,20,6,2,0,1,0,73.96
Asian Elephant,86.45,20,6,0,0,1,2,65.39
Spotted Deer,76.16,7,0,1,0,2,1,37.59
Spotted Deer,86.89,9,6,0,0,2,2,53.84
Tiger,73.42,8,0,0,2,1,1,39.23
Tiger,70.81,13,5,0,0,2,0,52.78
Spotted Deer,98.87,14,5,0,0,2,2,61.65
Asian Elephant,89.28,12,1,0,0,2,0,37.66
Leopard,85.14,8,2,2,0,0,0,40.69
Leopard,73.86,18,1,0,0,2,1,46.04
Asian Elephant,61.92,16,6,0,1,1,1,63.55
Leopard,61.21,11,4,0,1,0,0,37.6
Wild Boar,81.61,16,5,0,1,2,1,63.33
Spotted Deer,89.72,14,4,0,2,1,0,49.38
Spotted Deer,80.96,3,6,0,0,2,1,43.47
Asian Elephant,92.79,2,2,1,2,1,1,49.37
Leopard,61.3,3,1,2,0,1,2,49.44
Tiger,74.3,4,5,0,1,2,2,65.08
Tiger,69.25,5,2,2,0,2,1,53.09
Leopard,77.44,10,1,1,2,0,0,39.93
Tiger,62.82,20,1,1,2,2,0,63.28
Asian Elephant,97.21,2,4,0,0,1,0,30.56
Asian Elephant,68.71,12,3,2,2,0,1,63.21
Leopard,95.97,5,6,0,1,1,1,57.63
Tiger,76.61,5,0,1,0,1,0,30.43
Asian Elephant,98.44,1,5,1,1,2,2,67.26
Asian Elephant,81.61,4,0,2,1,1,2,54.71
Wild Boar,96.3,12,2,0,2,2,0,48.6
Wild Boar,60.21,12,0,2,0,1,1,44.38
Asian Elephant,89.18,16,4,2,1,0,1,68.78
Leopard,95.22,17,3,1,1,2,0,64.47
Spotted Deer,65.45,10,5,2,0,0,2,56.97
Spotted Deer,63.75,17,6,1,2,2,0,70.23
Asian Elephant,76.56,17,1,0,1,0,0,35.89
Asian Elephant,96.41,18,1,2,0,2,0,61.35
Asian Elephant,81.15,2,6,2,0,0,2,62.68
Leopard,80.57,4,4,0,1,0,0,37.15
Wild Boar,65.5,19,5,2,1,2,2,83.82
Asian Elephant,60.03,11,0,0,1,2,1,39.94
Asian Elephant,91.6,17,6,1,2,1,2,85.62
Tiger,63.42,12,1,1,2,1,2,61.34
Leopard,84.72,2,0,2,0,2,0,40.2
Asian Elephant,95.67,6,4,1,0,2,1,57.96
Tiger,68.14,9,1,1,1,0,0,35.98
Spotted Deer,85.95,5,2,0,0,0,2,29.69
Asian Elephant,63.07,20,3,1,2,1,2,73.2
Asian Elephant,83.55,9,0,1,0,1,0,36.8
Tiger,66.39,8,6,1,0,1,1,58.36
Leopard,88.7,20,5,0,1,0,2,65.51
Asian Elephant,71.75,8,0,2,1,0,2,50.42
Spotted Deer,78.07,6,0,0,2,0,2,30.23
Asian Elephant,83.38,3,0,2,0,1,1,39.19
Spotted Deer,66.68,5,6,2,0,2,0,55.47
Wild Boar,88.92,9,4,1,0,1,1,48.83
Wild Boar,71.8,7,4,1,1,0,1,45.67
Spotted Deer,85.83,4,5,0,2,1,2,51.25
Leopard,66.17,7,4,0,0,1,1,40.86
Asian Elephant,86.84,5,6,0,0,1,2,54.79
Asian Elephant,65.0,11,5,1,0,1,1,52.69
Wild Boar,76.59,15,5,2,0,0,1,59.34
Spotted Deer,69.64,2,4,0,2,1,0,33.02
Asian Elephant,89.19,13,1,2,2,0,1,59.62
Asian Elephant,70.22,16,4,1,2,1,0,59.16
Leopard,94.39,7,1,1,1,0,2,48.51
Tiger,94.78,8,2,1,0,2,2,58.75
Wild Boar,67.66,6,4,1,0,0,0,34.55
Wild Boar,83.94,7,2,2,0,0,2,50.25
Tiger,63.42,18,4,2,0,2,2,79.81
Asian Elephant,75.27,20,2,0,2,2,1,64.64
Leopard,87.82,7,3,2,1,2,0,59.54
Leopard,85.72,3,2,2,1,2,2,62.17
Wild Boar,84.36,5,1,2,0,2,0,45.15
Leopard,71.02,1,0,0,2,2,1,37.48
Tiger,74.74,15,5,2,1,1,2,84.01
Asian Elephant,64.01,3,2,2,1,1,2,55.46
Tiger,88.04,8,0,2,0,2,0,49.9
Spotted Deer,79.65,9,6,1,1,0,2,56.77
Wild Boar,87.64,15,3,2,0,0,0,51.19
Leopard,69.71,10,3,0,2,2,2,61.0
Spotted Deer,72.65,2,6,0,0,1,1,35.73
Leopard,73.03,20,6,0,1,1,1,64.38
Asian Elephant,61.0,5,6,0,0,0,0,36.41
Asian Elephant,73.3,19,1,1,0,2,2,62.45
Asian Elephant,91.33,13,6,0,0,1,2,64.95
Leopard,94.99,11,1,1,0,2,0,45.33
Spotted Deer,80.21,1,2,1,0,2,1,33.77
Asian Elephant,77.76,15,4,1,0,0,1,53.13
Spotted Deer,61.2,18,6,0,1,2,1,62.69
Leopard,94.29,16,6,0,0,2,0,55.15
Spotted Deer,60.51,9,3,1,1,0,1,39.55
Leopard,96.85,1,0,1,0,1,0,28.56
Leopard,79.08,11,4,0,2,2,1,61.25
Wild Boar,73.34,9,3,2,0,0,1,46.99
Leopard,96.04,11,2,2,1,1,0,53.88
Leopard,60.95,13,6,2,1,2,2,82.1
Tiger,82.68,2,3,0,2,1,2,49.46
Asian Elephant,81.41,14,1,0,0,0,2,41.42
Wild Boar,68.55,6,0,1,2,2,1,46.72
Wild Boar,76.73,8,0,0,0,0,1,25.13
Wild Boar,85.44,18,1,0,0,0,2,37.69
Tiger,88.36,16,6,0,1,2,1,70.96
Leopard,60.03,12,6,1,2,0,1,64.97
Asian Elephant,96.54,11,4,1,2,1,2,73.8
Spotted Deer,66.42,6,1,2,1,0,0,34.7
Leopard,69.11,3,6,2,1,2,2,71.26
Tiger,70.28,14,0,0,2,2,2,56.35
Leopard,61.47,2,6,0,1,1,0,36.72
Leopard,64.8,11,2,1,0,2,1,49.87
Tiger,98.47,3,6,2,2,0,2,77.26
Wild Boar,72.29,18,4,2,2,0,2,74.92
Wild Boar,64.5,1,5,2,1,2,1,61.4
Asian Elephant,64.17,1,3,0,0,1,1,32.64
Asian Elephant,88.06,12,5,0,2,1,0,56.63
Wild Boar,93.33,15,2,0,2,2,1,53.08
Spotted Deer,70.02,5,5,1,0,0,2,46.13
Leopard,60.82,6,6,2,1,2,1,70.97
Spotted Deer,68.7,16,4,1,1,2,1,58.45
Leopard,62.2,12,0,2,1,1,0,47.02
Wild Boar,64.03,12,0,0,1,0,0,24.92
Asian Elephant,76.83,3,2,1,0,1,2,46.95
Asian Elephant,68.97,2,5,1,0,1,2,53.26
Spotted Deer,80.12,7,4,0,2,0,1,41.86
Asian Elephant,69.89,2,3,2,2,0,2,58.67
Wild Boar,96.68,7,6,2,0,0,2,62.16
Spotted Deer,95.33,11,5,2,2,2,1,76.54
Leopard,82.11,11,5,2,0,0,1,59.45
Asian Elephant,73.82,14,3,0,1,2,1,53.87
Tiger,74.86,3,1,0,0,1,0,23.92
Asian Elephant,76.06,14,6,0,0,0,0,43.79
Leopard,88.38,11,2,0,2,2,1,57.42
Spotted Deer,77.61,4,6,1,0,2,0,50.72
Leopard,93.41,17,4,1,1,2,0,68.43
Tiger,96.82,16,2,1,1,2,0,62.64
Wild Boar,73.1,3,3,0,2,1,2,46.55
Asian Elephant,81.87,10,4,2,2,0,1,65.55
Spotted Deer,63.71,15,0,1,0,0,1,29.0
Wild Boar,67.82,8,0,1,2,0,2,47.4
Leopard,76.13,18,6,0,1,0,0,52.0
Spotted Deer,68.04,3,4,2,2,0,1,48.67
Wild Boar,94.19,7,2,2,2,0,0,49.66
Spotted Deer,66.17,10,2,2,1,2,2,60.23
Tiger,77.77,20,0,0,0,0,0,35.48
Tiger,83.62,9,0,2,0,2,2,57.68
Asian Elephant,86.98,14,3,1,2,1,2,65.98
Asian Elephant,74.94,14,4,1,1,2,0,61.29
Tiger,93.89,11,2,1,1,1,0,51.18
Spotted Deer,82.16,1,3,0,1,0,1,26.35
Tiger,77.14,4,2,2,0,1,2,54.35
Asian Elephant,62.62,6,0,0,1,1,0,25.63
Tiger,78.12,5,4,2,1,2,0,60.01
Tiger,92.01,3,1,0,0,2,1,40.36
Spotted Deer,83.97,2,4,1,1,1,1,46.72
Wild Boar,92.45,3,5,0,0,1,1,43.62
Asian Elephant,79.27,9,1,0,2,0,2,42.43
Spotted Deer,64.62,19,6,0,2,2,1,68.4
Tiger,60.53,19,6,1,2,1,2,82.72
Tiger,71.83,17,3,0,2,2,1,64.56
Wild Boar,87.22,18,1,0,2,0,2,49.97
Asian Elephant,90.82,11,1,1,0,0,1,45.92
Asian Elephant,71.53,12,3,2,0,1,2,62.98
Leopard,79.33,3,4,0,0,0,1,30.97
Asian Elephant,76.42,18,3,1,1,1,1,62.88
Wild Boar,76.01,6,5,0,2,2,0,53.25
Leopard,69.02,7,0,1,1,2,2,49.37
Leopard,65.32,1,6,2,1,1,0,56.17
Tiger,67.67,6,0,2,1,1,2,55.99
Tiger,62.16,18,6,0,2,1,0,63.37
Asian Elephant,67.73,13,1,1,1,2,1,55.18
Leopard,60.36,19,3,2,2,2,0,71.77
Tiger,84.46,7,3,2,2,0,1,60.59
Wild Boar,72.34,19,3,1,2,0,2,68.59
Tiger,97.95,9,5,0,1,2,1,62.35
Tiger,67.55,3,5,2,2,2,0,65.51
Leopard,73.49,12,4,2,2,1,2,75.84
Leopard,73.96,20,2,2,0,2,0,60.04
Spotted Deer,60.33,18,6,0,1,2,1,60.61
Wild Boar,92.73,8,2,2,0,0,1,44.51
Leopard,61.25,9,2,1,0,0,0,33.35
Asian Elephant,96.67,13,6,0,1,1,2,71.58
Wild Boar,94.79,8,4,2,0,0,0,47.44
Wild Boar,80.89,10,3,1,2,1,1,55.9
Leopard,81.2,17,2,1,0,2,2,63.07
Wild Boar,85.5,7,3,0,0,2,0,40.25
Leopard,75.09,17,1,1,2,1,1,59.8
Tiger,85.24,18,2,0,0,0,2,49.62
Spotted Deer,61.75,2,1,0,2,0,0,14.42
Tiger,62.11,3,4,0,1,2,2,53.5
Leopard,77.83,19,0,1,0,0,1,44.34
Leopard,81.44,1,5,0,1,1,0,41.33
Tiger,94.62,10,6,0,0,2,0,59.06
Asian Elephant,64.08,14,4,1,2,0,1,59.01
Asian Elephant,92.08,13,4,0,0,2,1,54.64
Asian Elephant,68.19,9,4,2,1,2,1,68.14
Leopard,75.37,6,2,1,2,0,0,42.56
Wild Boar,72.35,6,1,1,2,1,1,44.89
Leopard,75.61,19,5,1,1,0,0,60.22
Wild Boar,65.87,10,2,2,1,0,0,43.65
Tiger,79.64,3,0,0,0,0,2,26.11
Spotted Deer,91.26,18,6,1,0,0,1,59.73
Wild Boar,77.22,19,6,1,2,0,1,71.33
Asian Elephant,79.13,5,5,1,1,0,2,58.11
Leopard,93.1,11,6,2,1,1,0,68.83
Tiger,87.54,10,6,2,0,2,0,72.14
Asian Elephant,79.13,17,4,2,0,1,0,60.66
Tiger,70.05,4,3,0,2,0,1,40.48
Spotted Deer,94.51,18,0,0,1,1,0,37.31
Leopard,82.5,18,1,2,1,2,2,73.08
Leopard,68.62,1,0,0,1,1,0,20.61
Spotted Deer,70.5,14,2,2,1,0,1,48.17
Leopard,91.32,8,6,0,0,2,1,57.62
Wild Boar,61.72,2,3,0,0,0,0,22.95
Tiger,98.69,19,2,2,0,0,0,58.84
Asian Elephant,65.08,15,5,1,2,2,1,73.92
Spotted Deer,91.05,2,4,1,1,2,0,47.59
Wild Boar,75.4,4,6,0,0,0,2,43.69
Asian Elephant,79.2,1,4,0,1,1,1,40.93
Asian Elephant,94.35,19,0,0,0,2,0,45.95
Spotted Deer,76.1,10,4,0,2,1,0,43.04
Wild Boar,80.96,1,4,0,0,1,0,26.14
Asian Elephant,61.92,20,5,0,2,2,2,76.28
Asian Elephant,60.09,15,1,2,1,1,1,59.41
Wild Boar,69.55,4,1,1,0,2,2,41.62
Leopard,86.54,7,2,1,0,2,0,39.82
Asian Elephant,64.73,7,6,2,0,2,2,75.55
Tiger,64.44,18,2,2,1,2,0,73.22
Wild Boar,76.03,13,1,1,2,1,0,46.94
Asian Elephant,85.27,10,0,1,2,1,1,49.48
Spotted Deer,87.77,8,1,0,0,2,1,30.2
Tiger,66.96,10,2,1,1,2,0,50.42
Asian Elephant,63.1,14,3,0,2,2,0,51.34
Tiger,96.68,14,6,0,2,2,0,68.09
Tiger,70.17,20,4,1,2,0,1,69.14
Leopard,93.28,11,5,0,2,1,1,57.78
Tiger,93.68,6,3,0,2,1,0,44.38
Leopard,90.13,1,3,2,0,2,1,54.28
Wild Boar,66.58,19,4,1,0,0,0,46.44
Leopard,92.05,7,1,2,0,0,2,49.16
Spotted Deer,90.0,18,6,0,2,0,1,59.16
Asian Elephant,83.27,3,0,0,2,2,0,35.61
Wild Boar,73.15,20,3,2,2,0,2,75.25
Wild Boar,70.24,11,0,2,0,2,0,43.22
Spotted Deer,64.75,5,5,2,2,0,2,61.7
Leopard,79.88,19,5,0,0,2,1,61.38
Asian Elephant,82.83,2,5,1,2,2,1,62.45
Leopard,74.01,4,2,0,0,1,0,24.32
Tiger,78.54,10,3,2,1,2,1,66.06
Leopard,74.18,2,5,1,2,0,1,49.5
Wild Boar,85.0,8,2,2,2,1,2,61.32
Asian Elephant,95.15,1,5,0,0,0,1,35.18
Leopard,66.39,6,1,1,2,2,2,58.29
Asian Elephant,74.87,11,3,1,0,1,2,55.39
Asian Elephant,65.49,10,2,0,0,2,2,46.6
Tiger,84.37,13,5,2,1,2,1,78.41
Tiger,88.43,1,6,2,1,0,0,56.48
Wild Boar,96.34,2,2,2,2,0,0,45.39
Spotted Deer,70.88,3,5,0,2,0,1,36.83
Asian Elephant,97.06,9,1,2,0,1,2,58.01
Spotted Deer,62.47,5,0,1,0,0,1,20.17
Wild Boar,83.52,10,5,2,0,2,0,62.28
Asian Elephant,62.23,10,0,2,0,1,2,50.22
Asian Elephant,94.86,12,3,1,2,0,1,56.13
Spotted Deer,80.66,18,1,1,1,0,2,52.08
Leopard,86.1,1,6,2,2,0,2,68.32
Tiger,92.43,3,3,1,2,2,0,55.92
Leopard,65.86,5,6,0,2,0,2,55.92
Spotted Deer,61.51,17,0,1,1,2,1,45.38
Tiger,94.28,8,1,0,2,1,2,49.58
Leopard,72.28,17,4,1,1,0,2,64.52
Tiger,65.03,9,1,0,0,2,1,42.27
Asian Elephant,78.27,6,1,0,2,0,0,32.25
Leopard,83.33,17,6,2,0,0,0,65.6
Tiger,61.21,8,4,1,0,1,1,48.46
Tiger,70.72,7,2,1,0,1,2,48.82
Tiger,61.28,7,2,1,2,2,1,57.01
Leopard,76.39,15,2,0,0,2,1,49.82
Wild Boar,94.91,7,0,2,2,2,1,59.46
Leopard,98.32,8,1,1,0,1,0,39.81
Spotted Deer,84.84,9,5,2,2,2,2,75.62
Leopard,66.3,15,4,2,2,1,1,70.88
Tiger,95.33,2,5,0,2,1,0,52.85
Asian Elephant,80.13,7,0,1,0,0,0,27.13
Leopard,66.0,15,4,2,2,0,2,75.23
Leopard,95.95,18,5,1,0,2,1,70.65
Tiger,89.54,18,6,1,1,1,2,85.7
Asian Elephant,88.54,10,0,1,0,1,1,43.51
Asian Elephant,87.66,18,0,2,0,1,0,51.23
Spotted Deer,67.81,1,0,0,2,0,0,15.04
Leopard,68.23,7,4,0,0,1,2,45.44
Asian Elephant,86.84,3,5,2,1,2,1,65.84
Asian Elephant,68.57,14,5,1,2,2,2,78.3
Wild Boar,77.11,12,3,1,0,0,1,42.58
Wild Boar,90.5,14,0,0,0,2,2,45.38
Asian Elephant,90.57,4,2,2,2,1,0,52.96
Spotted Deer,77.68,13,1,2,2,1,2,61.3
Asian Elephant,90.9,16,6,0,0,2,1,64.23
Tiger,92.71,16,6,2,0,0,2,77.34
Leopard,85.54,5,3,2,2,1,1,65.21
Spotted Deer,68.91,20,3,0,2,1,2,61.33
Tiger,70.69,6,4,0,1,0,1,40.08
Spotted Deer,72.28,6,3,2,1,1,1,50.47
Tiger,64.56,18,5,2,1,2,1,81.64
Leopard,70.65,6,4,0,2,2,2,58.41
Leopard,68.17,7,4,0,2,0,2,54.69
Wild Boar,77.76,16,6,1,2,0,0,61.72
Tiger,95.43,9,6,2,0,2,1,74.63
Wild Boar,64.07,13,2,2,2,0,0,55.7
Tiger,88.09,12,0,0,0,2,0,39.54
Wild Boar,86.8,19,3,0,2,0,1,53.55
Leopard,63.73,1,0,1,2,2,0,39.5
Spotted Deer,95.98,8,0,1,0,1,2,37.63
Wild Boar,82.17,4,0,0,2,1,0,28.5
Tiger,74.19,19,4,2,2,2,2,89.54
Tiger,89.51,5,0,1,2,1,1,43.42
Leopard,70.04,17,3,0,1,2,1,54.44
Tiger,87.05,3,4,0,2,0,1,44.59
Asian Elephant,61.55,19,3,0,0,1,0,45.04
Spotted Deer,92.74,1,4,2,0,1,1,46.84
Wild Boar,77.48,1,1,0,0,1,1,25.75
Spotted Deer,84.83,20,1,0,2,2,2,57.11
Leopard,68.63,9,1,2,0,1,0,46.01
Wild Boar,86.41,5,1,0,1,0,0,27.11
Wild Boar,90.12,7,4,0,0,1,1,41.27
Asian Elephant,78.46,6,0,1,2,0,0,34.49
Leopard,84.09,17,2,0,1,1,1,49.49
Tiger,77.8,17,6,2,0,1,2,81.68
Asian Elephant,94.87,13,5,1,1,0,0,60.4
Asian Elephant,79.42,12,2,0,0,1,0,35.97
Spotted Deer,92.83,4,1,2,2,0,2,46.38
Spotted Deer,91.25,8,0,0,1,0,0,23.8
Spotted Deer,76.01,5,3,1,0,0,1,31.75
Asian Elephant,68.97,5,0,2,0,1,0,39.06
Tiger,75.84,13,3,1,1,1,0,55.78
Wild Boar,92.22,11,2,2,1,0,2,58.5
Spotted Deer,68.88,8,0,2,1,1,2,49.07
Tiger,80.45,8,0,0,1,2,1,41.15
Leopard,91.44,1,5,2,0,0,0,45.12
Spotted Deer,73.79,13,2,2,0,0,0,38.37
Wild Boar,85.05,5,0,0,0,2,2,34.81
Leopard,69.58,8,3,2,2,2,1,69.32
Leopard,64.26,17,6,2,1,0,0,67.63
Wild Boar,90.98,13,0,2,0,2,1,50.86
Spotted Deer,63.86,9,3,2,1,0,0,41.42
Asian Elephant,70.58,2,1,0,1,1,2,35.96
Wild Boar,93.35,19,0,0,0,2,2,51.45
Wild Boar,73.51,20,3,1,1,0,2,58.43
Wild Boar,97.95,17,6,2,1,0,2,80.28
Leopard,98.21,7,2,0,1,0,2,40.31
Tiger,70.46,3,1,2,1,2,2,60.17
Asian Elephant,61.6,19,0,0,1,1,1,46.43
Spotted Deer,87.5,19,5,1,0,1,2,62.24
Spotted Deer,77.59,9,3,2,0,2,1,54.74
Tiger,63.93,10,6,1,1,0,2,64.63
Wild Boar,87.59,14,5,1,1,0,0,51.75
Asian Elephant,61.22,18,0,1,1,0,0,38.21
Spotted Deer,93.94,15,3,0,2,2,0,50.94
Spotted Deer,65.41,1,0,2,1,2,1,38.07
Wild Boar,64.97,6,1,0,2,0,2,36.56
Tiger,66.85,15,6,0,2,0,1,62.03
Asian Elephant,97.45,6,6,2,2,0,2,76.65
Tiger,87.03,18,1,2,0,2,0,63.42
Tiger,91.25,1,0,2,2,2,1,53.95
Asian Elephant,75.51,3,0,2,1,1,2,49.49
Asian Elephant,73.12,17,4,0,1,0,1,50.12
Spotted Deer,69.14,16,0,2,0,0,1,38.0
Spotted Deer,78.75,8,6,2,0,1,0,50.27
Asian Elephant,81.52,17,0,2,1,0,0,46.47
Leopard,84.64,8,5,1,0,1,0,48.29
Spotted Deer,70.03,17,5,2,0,2,0,63.74
Leopard,97.0,9,1,2,2,1,0,56.86
Asian Elephant,66.62,12,5,0,2,1,2,62.41
Spotted Deer,97.66,19,0,1,0,2,2,52.02
Tiger,60.58,4,2,0,1,0,0,28.22
Asian Elephant,78.76,11,0,1,2,1,0,45.04
Wild Boar,73.0,4,6,0,1,1,0,44.45
Leopard,77.52,14,4,0,0,0,1,41.36
Asian Elephant,82.26,14,3,2,1,1,0,58.14
Asian Elephant,76.99,6,6,2,1,2,2,79.4
Spotted Deer,76.18,17,1,1,1,1,2,49.13
Spotted Deer,88.58,2,5,1,1,0,1,39.94
Spotted Deer,86.75,8,2,1,0,0,2,37.26
Wild Boar,92.5,4,6,2,0,1,0,54.6
Spotted Deer,69.75,10,3,0,2,0,1,40.45
Asian Elephant,83.77,7,2,1,2,0,1,47.19
Spotted Deer,82.82,4,1,2,2,1,2,55.89
Tiger,74.42,16,5,2,2,1,0,73.48
Spotted Deer,78.96,14,4,0,1,0,0,37.02
Wild Boar,72.24,16,6,0,2,1,0,61.23
Tiger,65.53,9,6,2,2,2,1,83.48
Asian Elephant,68.34,4,6,0,1,1,2,49.16
Asian Elephant,64.12,6,1,0,0,0,2,35.28
Leopard,86.64,1,2,2,2,2,2,64.44
Tiger,85.77,7,2,1,0,0,0,37.03
Leopard,97.07,1,1,1,2,0,1,39.92
Tiger,88.46,19,6,2,0,2,1,88.92
Tiger,62.03,8,0,1,2,1,2,55.34
Wild Boar,94.49,3,1,2,0,0,2,46.97
Leopard,93.64,1,5,2,0,1,1,56.93
Wild Boar,77.29,1,5,0,2,1,2,53.71
Tiger,82.85,7,4,1,0,2,1,55.67
Asian Elephant,98.07,13,1,2,2,0,1,60.68
Tiger,80.76,1,3,1,2,2,2,64.99
Wild Boar,95.31,16,5,1,1,2,1,72.33
Leopard,63.24,14,5,1,2,0,1,62.79
Leopard,67.45,4,5,2,2,0,2,64.07
Wild Boar,77.19,12,0,0,2,2,2,53.53
Leopard,82.81,12,3,1,2,2,2,73.73
Spotted Deer,91.83,17,6,2,1,2,1,81.17
Asian Elephant,98.54,15,6,1,1,0,2,73.03
Asian Elephant,75.17,10,1,0,1,0,2,40.3
Asian Elephant,61.85,3,0,1,1,2,1,42.99
Leopard,91.25,20,5,2,0,0,1,71.55
Leopard,83.57,20,6,1,2,0,2,77.74
Tiger,67.74,12,3,1,1,0,2,58.13
Tiger,79.3,1,6,1,2,1,1,64.29
Asian Elephant,88.95,1,3,0,1,1,1,38.37
Spotted Deer,90.05,10,0,1,2,2,0,46.16
Tiger,79.49,18,6,2,0,1,1,78.93
Tiger,71.9,15,5,1,1,2,1,71.86
Leopard,97.98,2,0,1,0,2,0,30.66
Spotted Deer,85.87,17,2,1,0,0,2,48.66
Asian Elephant,75.92,8,5,0,2,2,0,60.64
Tiger,70.94,9,0,2,1,2,1,57.91
Spotted Deer,88.51,20,1,1,0,2,0,48.77
Spotted Deer,69.45,11,6,2,2,2,0,67.88
Asian Elephant,66.7,6,5,2,2,0,0,58.43
Spotted Deer,80.66,14,4,0,2,0,0,42.76
Spotted Deer,71.31,1,5,2,0,2,0,45.34
Spotted Deer,84.53,7,2,1,2,1,0,43.19
Tiger,64.6,9,0,0,2,1,2,47.39
Asian Elephant,85.54,11,4,0,2,2,0,57.02
Spotted Deer,71.05,16,2,2,0,0,0,42.06
Spotted Deer,60.01,19,1,0,2,2,0,49.44
Tiger,64.95,2,5,2,0,2,0,55.06
Asian Elephant,96.41,15,6,2,2,0,1,77.41
Leopard,93.83,3,4,0,0,1,0,32.36
Tiger,69.11,4,6,1,0,2,0,55.17
Asian Elephant,90.36,20,0,2,1,0,0,48.8
Spotted Deer,83.73,7,0,0,1,0,2,27.02
Asian Elephant,97.87,12,1,0,1,2,0,43.25
Asian Elephant,74.57,4,2,2,0,0,1,42.42
Asian Elephant,86.58,10,4,2,2,2,2,81.63
Leopard,62.48,6,1,2,2,1,1,54.34
Asian Elephant,75.45,14,2,2,0,2,2,68.88
Leopard,97.59,3,3,1,2,1,2,61.6
Spotted Deer,81.02,17,3,1,0,0,0,39.49
Leopard,71.23,11,2,1,2,2,0,54.27
Spotted Deer,64.69,10,0,1,0,0,2,32.81
Spotted Deer,87.44,10,0,0,1,2,0,28.2
Leopard,85.15,10,3,2,1,0,0,53.74
Tiger,74.58,3,0,0,2,1,2,42.16
Wild Boar,97.09,15,6,0,2,2,2,77.65
Asian Elephant,60.87,17,0,1,2,0,1,50.34
Wild Boar,71.85,18,2,0,2,2,2,63.46
Asian Elephant,95.92,19,5,1,1,2,1,78.13
Asian Elephant,72.52,19,2,2,1,1,1,65.05
Spotted Deer,69.84,12,0,1,0,0,0,22.46
Asian Elephant,80.83,5,2,2,2,2,0,62.89
Asian Elephant,92.13,16,4,1,1,2,2,77.3
Leopard,64.02,15,3,0,0,2,2,56.64
Wild Boar,96.78,15,5,0,0,2,1,57.69
Leopard,91.01,6,4,1,0,2,1,54.97
Asian Elephant,67.07,12,4,2,1,0,0,57.29
Spotted Deer,87.77,2,0,2,0,2,2,45.97
Leopard,75.01,20,0,1,2,2,2,68.12
Leopard,75.69,9,4,0,0,2,2,54.3
Tiger,90.55,4,4,2,0,0,2,59.67
Asian Elephant,97.55,5,1,1,1,2,0,47.52
Spotted Deer,64.94,8,1,2,0,2,0,39.56
Leopard,76.4,10,6,0,1,1,1,58.67
Leopard,78.76,7,3,2,1,1,0,50.56
Spotted Deer,74.68,14,4,1,2,2,1,62.46
Asian Elephant,74.16,5,2,2,0,2,0,49.44
Tiger,62.04,16,5,2,2,1,0,75.84
Leopard,86.74,15,1,0,2,0,2,50.29
Tiger,77.01,5,0,0,0,0,1,23.3
Wild Boar,67.6,3,4,0,0,1,1,33.45
